"Li" "Na" "Mg" "K" "Ca" 
0.680584 0.044358 0.000930 0.004702 0.014940 
0.000924 0.704258 0.003779 0.002717 0.001829 
0.000034 0.000659 0.001444 0.000547 0.732746 
0.000382 0.026218 0.008411 0.608567 0.075346 
0.000148 0.005008 0.717358 0.017759 0.000355 
0.675703 0.083448 0.013548 0.008073 0.038273 
0.000330 0.719243 0.002698 0.000756 0.000798 
0.000524 0.000042 0.002974 0.638804 0.060948 
0.000034 0.001721 0.006126 0.000168 0.726133 
0.000148 0.012901 0.742504 0.003276 0.010290 
0.666470 0.088018 0.048368 0.016865 0.027956 
0.000191 0.003561 0.024676 0.639349 0.068659 
0.001996 0.026184 0.755688 0.017609 0.082038 
0.000958 0.657412 0.001766 0.002713 0.000829 
0.000028 0.001416 0.000712 0.000582 0.705709 
0.704989 0.074909 0.016998 0.007154 0.008525 
0.000608 0.001636 0.752175 0.001332 0.002163 
0.000028 0.003109 0.003851 0.003298 0.818232 
0.634416 0.019142 0.015497 0.011451 0.029704 
0.000148 0.022443 0.003415 0.611224 0.021470 
0.000958 0.699120 0.001453 0.000951 0.000980 
0.000509 0.727591 0.002219 0.000192 0.000152 
0.000018 0.002171 0.002665 0.000804 0.743557 
0.000152 0.003587 0.014337 0.598347 0.048780 
0.001310 0.012710 0.762962 0.012937 0.091636 
0.657654 0.089993 0.069146 0.018901 0.001974 
0.000175 0.001053 0.024177 0.613651 0.005542 
0.000847 0.037797 0.754564 0.010346 0.051817 
0.001005 0.722094 0.003814 0.008346 0.000519 
0.000018 0.001963 0.001769 0.002251 0.764265 
0.707410 0.054227 0.000907 0.001879 0.050402 
0.001404 0.748470 0.000705 0.001387 0.000519 
0.000018 0.001536 0.001295 0.000959 0.814743 
0.000176 0.016177 0.020876 0.630905 0.029481 
0.657571 0.021137 0.014499 0.004603 0.003532 
0.001737 0.001796 0.751005 0.000709 0.059855 
0.000018 0.002005 0.007778 0.005110 0.778502 
0.658194 0.010619 0.023564 0.009627 0.019537 
0.000518 0.738706 0.002067 0.000121 0.002354 
0.001055 0.032644 0.757833 0.029590 0.001632 
0.000065 0.007952 0.000298 0.597747 0.007191 
0.000062 0.012744 0.721862 0.017531 0.001288 
0.000025 0.698019 0.000934 0.002365 0.000542 
0.000463 0.001223 0.001483 0.002353 0.748436 
0.000085 0.025309 0.017423 0.634226 0.056680 
0.617709 0.054254 0.068497 0.000499 0.021279 
0.000463 0.003992 0.001673 0.000712 0.748344 
0.000128 0.002424 0.751622 0.014392 0.005830 
0.000054 0.040653 0.016648 0.639839 0.057653 
0.001015 0.679639 0.002942 0.013732 0.000959 
0.675413 0.071163 0.060176 0.002041 0.024956 
0.001015 0.623990 0.012997 0.002323 0.000589 
0.627419 0.006902 0.015245 0.007575 0.019762 
0.000054 0.007332 0.000197 0.629826 0.030264 
0.000446 0.003895 0.002049 0.000409 0.821363 
0.000128 0.000928 0.747104 0.023528 0.086003 
0.000353 0.002221 0.012162 0.000920 0.718637 
0.000054 0.003241 0.008158 0.641198 0.085872 
0.678868 0.026938 0.000798 0.015133 0.030959 
0.000465 0.633708 0.001607 0.000268 0.001412 
0.000292 0.009921 0.751458 0.048609 0.017891 
0.000077 0.002104 0.018819 0.641443 0.002854 
0.000635 0.635549 0.001813 0.001317 0.002750 
0.000171 0.003965 0.007791 0.000649 0.782306 
0.001258 0.010167 0.753381 0.020448 0.000912 
0.656090 0.014975 0.003313 0.010476 0.043580 
0.000733 0.000431 0.759222 0.016663 0.016993 
0.000075 0.015222 0.017319 0.625198 0.005411 
0.000347 0.007588 0.001407 0.000254 0.780681 
0.000129 0.626577 0.002111 0.000385 0.000982 
0.656882 0.046239 0.004992 0.017483 0.003659 
0.000144 0.678046 0.000193 0.000984 0.000063 
0.001635 0.022638 0.741080 0.001573 0.088244 
0.000075 0.003209 0.024694 0.617135 0.039858 
0.700560 0.088166 0.068546 0.007680 0.002207 
0.000061 0.000746 0.004262 0.012828 0.738692 
0.000144 0.755468 0.000874 0.010729 0.000201 
0.000061 0.005082 0.001164 0.000042 0.795963 
0.001173 0.001491 0.766337 0.013232 0.020685 
0.000337 0.010642 0.027695 0.640029 0.065058 
0.625276 0.043940 0.026676 0.001805 0.045425 
0.000147 0.000858 0.000059 0.007092 0.735042 
0.000042 0.004340 0.754898 0.000414 0.007669 
0.000103 0.013445 0.018061 0.632399 0.003949 
0.000819 0.746884 0.002218 0.004518 0.000681 
0.694239 0.086965 0.011375 0.006145 0.018043 
0.000134 0.019851 0.003250 0.617330 0.002618 
0.000360 0.003214 0.011035 0.009292 0.768488 
0.000004 0.001696 0.712850 0.001278 0.002914 
0.000706 0.632883 0.000903 0.002162 0.002374 
0.675005 0.047835 0.007551 0.000421 0.010206 
0.000004 0.069014 0.715364 0.009786 0.001393 
0.000653 0.710456 0.003300 0.002110 0.002318 
0.000134 0.006636 0.002028 0.640711 0.027911 
0.000370 0.000861 0.004901 0.000287 0.736601 
0.701608 0.068738 0.051567 0.010421 0.018086 
0.000720 0.739854 0.000009 0.002843 0.000018 
0.000359 0.004012 0.003290 0.000411 0.759382 
0.000037 0.001204 0.000105 0.618950 0.019239 
0.678512 0.047518 0.010819 0.008158 0.040760 
0.000915 0.007313 0.719661 0.002510 0.006133 
0.693770 0.070827 0.044494 0.004396 0.041485 
0.000321 0.002105 0.008504 0.009267 0.816282 
0.000530 0.641960 0.003140 0.000115 0.000068 
0.000999 0.000905 0.737238 0.033041 0.007282 
0.000037 0.013388 0.001418 0.623573 0.016700 
0.000285 0.737052 0.002604 0.001341 0.000178 
0.000369 0.000140 0.003072 0.012692 0.719860 
0.637344 0.051701 0.064483 0.000300 0.013323 
0.000037 0.020680 0.014370 0.633395 0.012886 
0.002534 0.007191 0.738938 0.032613 0.004717 
0.000285 0.619881 0.004314 0.001220 0.000958 
0.000319 0.001994 0.718655 0.007662 0.041243 
0.000205 0.000450 0.001313 0.006056 0.727036 
0.634055 0.031629 0.059063 0.015928 0.000024 
0.000100 0.017248 0.023006 0.630176 0.066162 
0.000100 0.000922 0.000214 0.625092 0.003923 
0.000316 0.635906 0.001556 0.004118 0.000709 
0.001768 0.005736 0.757878 0.000502 0.013033 
0.000205 0.001032 0.026832 0.019990 0.789093 
0.638781 0.053120 0.019637 0.007419 0.031775 
0.000100 0.020475 0.025623 0.639233 0.016213 
0.000207 0.003534 0.014202 0.007257 0.824377 
0.000408 0.004944 0.742947 0.009646 0.001738 
0.000559 0.633411 0.001117 0.000130 0.001065 
0.653470 0.005728 0.000663 0.015711 0.025855 
0.000100 0.012227 0.002354 0.616793 0.094059 
0.000237 0.000752 0.011638 0.008714 0.737946 
0.000009 0.046420 0.745682 0.010993 0.002831 
0.000101 0.599949 0.005681 0.000884 0.001033 
0.680059 0.042396 0.000256 0.003631 0.019151 
0.000101 0.618326 0.000499 0.011005 0.001541 
0.000074 0.001014 0.732374 0.000266 0.000016 
0.000269 0.000306 0.001821 0.005363 0.771171 
0.000100 0.000152 0.002506 0.600089 0.048105 
0.682173 0.026228 0.007989 0.016618 0.045318 
0.000349 0.002427 0.024925 0.613110 0.046705 
0.000101 0.733016 0.001884 0.002320 0.000412 
0.000175 0.006292 0.001707 0.001689 0.794781 
0.658997 0.001074 0.017336 0.016325 0.010274 
0.000074 0.020308 0.724578 0.012020 0.013205 
0.673249 0.016418 0.070258 0.018889 0.027621 
0.000175 0.001479 0.002858 0.000554 0.767092 
0.000071 0.664933 0.004223 0.001693 0.001611 
0.000094 0.018774 0.752524 0.013824 0.003630 
0.000349 0.013752 0.001666 0.605981 0.050323 
0.000094 0.010210 0.701777 0.015597 0.001852 
0.000025 0.041604 0.023547 0.628201 0.017529 
0.000071 0.596538 0.001434 0.002475 0.004912 
0.000346 0.001458 0.010099 0.000885 0.791138 
0.691307 0.089040 0.012356 0.015646 0.007035 
0.000025 0.021065 0.024891 0.616225 0.071838 
0.639471 0.062598 0.001616 0.003009 0.050243 
0.000346 0.004914 0.006861 0.004237 0.798550 
0.001824 0.001874 0.755995 0.025459 0.000094 
0.000071 0.651123 0.001537 0.001429 0.000671 
0.000025 0.079461 0.003058 0.641738 0.048341 
0.000082 0.003371 0.003483 0.000663 0.745479 
0.002052 0.004167 0.763749 0.062988 0.006892 
0.001044 0.630103 0.000839 0.003677 0.000413 
0.689264 0.012589 0.016263 0.019946 0.022176 
0.000068 0.001429 0.000072 0.033123 0.747285 
0.000180 0.630418 0.004778 0.003967 0.002657 
0.000269 0.003014 0.767833 0.002311 0.131899 
0.640498 0.089840 0.017997 0.009228 0.000206 
0.000153 0.013340 0.022201 0.639897 0.045604 
0.000068 0.003481 0.013977 0.012729 0.804846 
0.000912 0.037385 0.000373 0.623428 0.053444 
0.000022 0.591925 0.002879 0.001344 0.002455 
0.000587 0.000789 0.759656 0.001597 0.076094 
0.670297 0.012318 0.013683 0.013552 0.000965 
0.000456 0.026852 0.013405 0.626455 0.004453 
0.000194 0.000320 0.008391 0.002320 0.728672 
0.699091 0.072499 0.016700 0.009454 0.005635 
0.000022 0.721431 0.002076 0.001199 0.000378 
0.000415 0.009176 0.737909 0.006248 0.009492 
0.000022 0.754595 0.002707 0.001118 0.001449 
0.000872 0.001148 0.015142 0.595542 0.061078 
0.000194 0.002999 0.002191 0.000673 0.739402 
0.000082 0.011884 0.759755 0.011858 0.015630 
0.684318 0.016581 0.000975 0.002525 0.001346 
0.000015 0.631098 0.003314 0.000799 0.002023 
0.000872 0.026628 0.000177 0.635698 0.041025 
0.000082 0.001355 0.754889 0.008743 0.000933 
0.000194 0.001492 0.002391 0.005262 0.826266 
0.664833 0.096704 0.068444 0.009849 0.019730 
0.001728 0.043944 0.733407 0.003948 0.000955 
0.000005 0.000824 0.011317 0.001783 0.757638 
0.000015 0.643353 0.000385 0.001199 0.000847 
0.000727 0.004914 0.009210 0.632604 0.070532 
0.670782 0.082450 0.024503 0.009593 0.048568 
0.000213 0.043005 0.746212 0.000366 0.071142 
0.000021 0.707179 0.002045 0.003738 0.002314 
0.641450 0.045382 0.000897 0.000015 0.045865 
0.000005 0.003984 0.009210 0.016504 0.815349 
0.000371 0.002747 0.016228 0.628480 0.006739 
0.000245 0.029693 0.020879 0.615109 0.000457 
0.000127 0.723449 0.004054 0.003606 0.002223 
0.000005 0.005346 0.022666 0.002444 0.712208 
0.663355 0.000008 0.001812 0.001537 0.009506 
0.001036 0.003262 0.744664 0.011772 0.006977 
0.000005 0.001458 0.031914 0.012703 0.826110 
0.000412 0.000422 0.011560 0.626906 0.000308 
0.000069 0.676528 0.001008 0.000017 0.002404 
0.000811 0.016713 0.752119 0.008231 0.056904 
0.646142 0.004404 0.100423 0.002482 0.002207 
0.000005 0.001672 0.007777 0.002462 0.802727 
0.000032 0.665309 0.001735 0.001664 0.000917 
0.000412 0.004237 0.007612 0.641760 0.000142 
0.001862 0.006528 0.759029 0.019371 0.086081 
0.687623 0.006825 0.011945 0.019419 0.047046 
0.000435 0.000389 0.000960 0.001886 0.826190 
0.678056 0.082930 0.021334 0.009780 0.018139 
0.002110 0.042073 0.752285 0.010991 0.014077 
0.000051 0.007269 0.001336 0.608151 0.002183 
0.000032 0.757777 0.020832 0.002142 0.001059 
0.000113 0.001394 0.017514 0.002092 0.825979 
0.000304 0.004888 0.002649 0.607762 0.048518 
0.001298 0.001592 0.715303 0.011651 0.006496 
0.000032 0.654302 0.000594 0.007108 0.000435 
0.701781 0.081054 0.057625 0.000774 0.036314 
0.639740 0.000436 0.037184 0.011827 0.040942 
0.000116 0.718945 0.001018 0.000508 0.000772 
0.000051 0.004935 0.743735 0.021733 0.012549 
0.000358 0.003040 0.001092 0.004071 0.717452 
0.000152 0.034009 0.025859 0.633911 0.073326 
0.000358 0.003860 0.005834 0.007432 0.827308 
0.000051 0.020517 0.765950 0.017567 0.038052 
0.000020 0.001355 0.020101 0.610936 0.018099 
0.000552 0.674401 0.001019 0.001084 0.001688 
0.705622 0.083004 0.055514 0.003152 0.043867 
0.000638 0.002157 0.023434 0.005138 0.827324 
0.001049 0.709047 0.000471 0.003269 0.000020 
0.000051 0.012136 0.702368 0.000680 0.005324 
0.683927 0.034297 0.018705 0.001541 0.041067 
0.000020 0.000609 0.001595 0.641600 0.024777 
0.000662 0.738051 0.002435 0.002752 0.000020 
0.000051 0.005120 0.758388 0.010975 0.005045 
0.000787 0.000746 0.001780 0.010796 0.809649 
0.000020 0.004837 0.014974 0.625368 0.034647 
0.671568 0.080981 0.017767 0.001393 0.035966 
0.000553 0.597714 0.002616 0.000306 0.001097 
0.000742 0.003233 0.002232 0.007263 0.713668 
0.708076 0.102700 0.015152 0.005828 0.000377 
0.000020 0.000811 0.010352 0.643330 0.022306 
0.000283 0.013501 0.716988 0.005940 0.022646 
0.000020 0.010260 0.002445 0.627441 0.050522 
0.000165 0.003029 0.008283 0.003284 0.824598 
0.608689 0.071926 0.045758 0.011176 0.007104 
0.000920 0.573294 0.001096 0.002151 0.001514 
0.000599 0.006456 0.759892 0.000458 0.000273 
0.000046 0.002163 0.001318 0.001947 0.821026 
0.000531 0.703113 0.003716 0.001139 0.001125 
0.689240 0.097224 0.025806 0.013338 0.004089 
0.000523 0.002093 0.711514 0.012904 0.004168 
0.000250 0.022498 0.003141 0.621152 0.003464 
0.000442 0.037515 0.012801 0.623469 0.072695 
0.615133 0.081138 0.087583 0.014762 0.027191 
0.000057 0.747888 0.001551 0.001661 0.001667 
0.000046 0.001549 0.001998 0.000491 0.738098 
0.000935 0.001109 0.730961 0.005859 0.080177 
0.000142 0.003834 0.012064 0.595780 0.052304 
0.000360 0.003745 0.001534 0.009377 0.810910 
0.000065 0.710543 0.007372 0.001039 0.003600 
0.001285 0.035996 0.743594 0.006371 0.064340 
0.654372 0.090897 0.000906 0.002829 0.001605 
0.000006 0.000856 0.002012 0.007618 0.820980 
0.000793 0.006302 0.729175 0.004802 0.006547 
0.000954 0.759653 0.005232 0.000015 0.000622 
0.000129 0.004903 0.023542 0.624840 0.039383 
0.667026 0.052067 0.012101 0.005634 0.030558 
0.001004 0.695981 0.015630 0.007576 0.000346 
0.681394 0.034606 0.001316 0.001960 0.002516 
0.000032 0.003018 0.010837 0.000234 0.800768 
0.000077 0.000338 0.003554 0.621138 0.055491 
0.000585 0.017014 0.742558 0.011604 0.052259 
0.000997 0.743717 0.000015 0.000776 0.000881 
0.000213 0.001821 0.710177 0.016581 0.037679 
0.000306 0.003627 0.013200 0.007076 0.731067 
0.000077 0.016413 0.019866 0.633967 0.008874 
0.673934 0.038707 0.001283 0.013938 0.044367 
0.000058 0.004038 0.002642 0.004396 0.764056 
0.650152 0.002063 0.046968 0.010088 0.022837 
0.000997 0.657406 0.002440 0.000442 0.001406 
0.000955 0.001043 0.738066 0.015477 0.005129 
0.000156 0.020197 0.017451 0.626677 0.059238 
0.000113 0.000385 0.008423 0.002633 0.775824 
0.000070 0.628222 0.003564 0.002084 0.000026 
0.000743 0.024210 0.712960 0.017165 0.044689 
0.000156 0.003912 0.001302 0.641034 0.013755 
0.678724 0.006464 0.059895 0.015947 0.030796 
0.000007 0.661692 0.001407 0.001238 0.000026 
0.000156 0.034647 0.011467 0.615543 0.021157 
0.000781 0.008548 0.719252 0.018963 0.019295 
0.000357 0.000490 0.000143 0.017612 0.816365 
0.709595 0.077707 0.068626 0.000096 0.012330 
0.701217 0.086063 0.002111 0.002278 0.000011 
0.000036 0.034851 0.004338 0.635421 0.063285 
0.000115 0.004361 0.001167 0.001071 0.748160 
0.000470 0.001424 0.749964 0.008243 0.001210 
0.000708 0.591485 0.009938 0.006041 0.003233 
0.000056 0.000579 0.003179 0.012602 0.737787 
0.692285 0.085013 0.020771 0.000237 0.027057 
0.000893 0.012033 0.728257 0.015191 0.019282 
0.000024 0.649445 0.000763 0.002754 0.000693 
0.000190 0.035206 0.019119 0.630086 0.028556 
0.000056 0.002569 0.002119 0.007570 0.803183 
0.000890 0.687535 0.003366 0.002354 0.000310 
0.647251 0.065399 0.010476 0.009898 0.053089 
0.002998 0.007408 0.716276 0.000961 0.003364 
0.000191 0.010754 0.014229 0.642836 0.042501 
0.000521 0.003904 0.758650 0.018509 0.030323 
0.000067 0.020767 0.021804 0.606523 0.001069 
0.000072 0.663792 0.001741 0.000663 0.002221 
0.000253 0.001391 0.001308 0.007205 0.792995 
0.682281 0.071563 0.049330 0.017822 0.008987 
0.694079 0.056872 0.068257 0.008685 0.001327 
0.000837 0.007451 0.734824 0.006213 0.089084 
0.000160 0.014005 0.017744 0.634597 0.015951 
0.000072 0.660958 0.003380 0.001812 0.003156 
0.000276 0.002522 0.002587 0.002505 0.734898 
0.000160 0.006549 0.000904 0.632994 0.004406 
0.000837 0.005834 0.738005 0.002392 0.016871 
0.000047 0.003599 0.006541 0.028887 0.794012 
0.000620 0.585247 0.003964 0.000618 0.000161 
0.642695 0.002896 0.008575 0.017169 0.048286 
0.001286 0.000631 0.735133 0.000123 0.003631 
0.000372 0.627883 0.000135 0.002376 0.001451 
0.656186 0.097398 0.031018 0.000046 0.009204 
0.000056 0.006336 0.002538 0.003937 0.737218 
0.000160 0.020379 0.017679 0.635532 0.035772 
0.000049 0.002008 0.000755 0.000599 0.739144 
0.000006 0.000401 0.723337 0.017492 0.025150 
0.641803 0.085196 0.021081 0.029023 0.000570 
0.000767 0.671859 0.004454 0.004141 0.001331 
0.000227 0.029082 0.021859 0.630058 0.063292 
0.000795 0.027239 0.005452 0.632764 0.106340 
0.000049 0.000364 0.002343 0.000261 0.705468 
0.695172 0.011384 0.018182 0.012048 0.000235 
0.000835 0.718138 0.000133 0.002019 0.001406 
0.000062 0.022398 0.759487 0.008058 0.014732 
0.000387 0.711701 0.002118 0.000545 0.001713 
0.000049 0.002563 0.002441 0.013828 0.809991 
0.624762 0.079792 0.037507 0.008348 0.047541 
0.000062 0.003481 0.708180 0.003176 0.019729 
0.000565 0.008609 0.011440 0.624239 0.000414 
0.000039 0.000550 0.004312 0.014077 0.815146 
0.675709 0.003945 0.000020 0.008553 0.000087 
0.000116 0.618174 0.011260 0.000587 0.001934 
0.000705 0.002452 0.704408 0.004055 0.014895 
0.000763 0.000499 0.013894 0.600979 0.061613 
0.002720 0.007938 0.735582 0.021207 0.002416 
0.000763 0.022232 0.006659 0.639461 0.086522 
0.000124 0.657559 0.002277 0.002473 0.000809 
0.000003 0.000760 0.006741 0.008412 0.704116 
0.685979 0.093769 0.009907 0.001590 0.027891 
0.000124 0.659115 0.001402 0.001211 0.000544 
0.000081 0.001553 0.023407 0.003814 0.772063 
0.001236 0.019316 0.749531 0.000044 0.002166 
0.000912 0.003563 0.008589 0.636037 0.015273 
0.663248 0.021435 0.013781 0.005550 0.020823 
0.000095 0.664978 0.001402 0.000787 0.000614 
0.000064 0.002586 0.004063 0.004033 0.764631 
0.000912 0.034536 0.040764 0.634343 0.046923 
0.639356 0.000893 0.028234 0.013550 0.032817 
0.001719 0.034942 0.724094 0.026122 0.013161 
0.000046 0.007025 0.010906 0.612058 0.029400 
0.000095 0.653074 0.004643 0.000465 0.000024 
0.000104 0.000520 0.002204 0.003981 0.774483 
0.001331 0.006432 0.735562 0.013235 0.004210 
0.694561 0.059245 0.006323 0.012791 0.045056 
0.000191 0.005626 0.011817 0.622737 0.033468 
0.708497 0.056436 0.000096 0.000171 0.000001 
0.000021 0.675198 0.005767 0.006292 0.004604 
0.000379 0.000520 0.002110 0.003999 0.742513 
0.001177 0.003779 0.706126 0.014410 0.006854 
0.000252 0.017748 0.021942 0.617284 0.063315 
0.001808 0.011346 0.765608 0.003881 0.001882 
0.000379 0.000760 0.001817 0.010411 0.738650 
0.000021 0.729888 0.004085 0.000707 0.002223 
0.705846 0.039692 0.029295 0.027978 0.073805 
0.000420 0.000180 0.001924 0.012639 0.737772 
0.001069 0.006842 0.748402 0.018780 0.000394 
0.000138 0.017191 0.026835 0.638584 0.068345 
0.655772 0.068045 0.022593 0.006471 0.038095 
0.000039 0.680339 0.000320 0.000538 0.001651 
0.000138 0.039739 0.003984 0.608743 0.009808 
0.000187 0.001146 0.002133 0.005704 0.827934 
0.000063 0.612240 0.003604 0.000500 0.001416 
0.001069 0.001267 0.741501 0.001512 0.005102 
0.650258 0.011907 0.009587 0.012759 0.033980 
0.000187 0.003405 0.009126 0.009871 0.706502 
0.001034 0.004811 0.758816 0.010204 0.018689 
0.000056 0.648928 0.001001 0.000314 0.000296 
0.000138 0.001816 0.001348 0.628823 0.037233 
0.645132 0.044586 0.049912 0.002607 0.005475 
0.000064 0.001765 0.022430 0.612185 0.033661 
0.000056 0.679576 0.002860 0.002274 0.001118 
0.000187 0.002380 0.001613 0.016015 0.758750 
0.002183 0.013458 0.730360 0.000376 0.049145 
0.705267 0.037171 0.021317 0.014968 0.004968 
0.637738 0.087584 0.014959 0.015879 0.012164 
0.000060 0.004644 0.002123 0.011929 0.818521 
0.000804 0.000571 0.767519 0.003324 0.006699 
0.000091 0.687709 0.000759 0.000530 0.000077 
0.000103 0.001920 0.021622 0.633154 0.018887 
0.000098 0.011923 0.746087 0.021750 0.029929 
0.000481 0.610689 0.006081 0.000338 0.000074 
0.000644 0.001924 0.019801 0.634669 0.102461 
0.000060 0.003740 0.000910 0.013171 0.795237 
0.680226 0.036821 0.072995 0.002805 0.024864 
0.000539 0.612553 0.010492 0.000169 0.002543 
0.000249 0.000191 0.001012 0.003676 0.755496 
0.000460 0.049589 0.717713 0.019442 0.003859 
0.685278 0.003280 0.003571 0.016115 0.004692 
0.000028 0.031738 0.003002 0.638900 0.068700 
0.680876 0.033592 0.003127 0.016906 0.033683 
0.001765 0.002513 0.767940 0.022774 0.009067 
0.000483 0.015841 0.003989 0.613046 0.071798 
0.000008 0.634847 0.001573 0.004750 0.001234 
0.000045 0.004016 0.009078 0.001289 0.817579 
