"Li" "Na" "Mg" "K" "Ca" 
0.001112 0.001596 0.767705 0.001470 0.052062 
0.000021 0.019041 0.001205 0.623609 0.002897 
0.000307 0.003998 0.010173 0.002067 0.767586 
0.000522 0.008505 0.011459 0.000592 0.741892 
0.000099 0.615239 0.000447 0.001378 0.000223 
0.000021 0.002939 0.004473 0.639945 0.010106 
0.001431 0.002117 0.729032 0.017294 0.000222 
0.690264 0.063332 0.010254 0.009470 0.041556 
0.667456 0.042424 0.001375 0.000380 0.005507 
0.000021 0.001462 0.024578 0.616639 0.048981 
0.000099 0.635975 0.020043 0.000434 0.008978 
0.000522 0.006129 0.002955 0.003383 0.725122 
0.002151 0.016916 0.760174 0.013734 0.000169 
0.002302 0.003423 0.736378 0.002321 0.001480 
0.000070 0.638914 0.004162 0.001824 0.002108 
0.710257 0.078589 0.017856 0.010990 0.038829 
0.000021 0.014371 0.020940 0.630668 0.058875 
0.000476 0.002266 0.000235 0.003028 0.820797 
0.000021 0.022844 0.024215 0.643256 0.064634 
0.000353 0.003686 0.005712 0.005437 0.785288 
0.000070 0.645461 0.001500 0.000295 0.000218 
0.000992 0.001756 0.726691 0.020049 0.014104 
0.677708 0.067419 0.024772 0.017389 0.007647 
0.000505 0.001805 0.003278 0.002374 0.809292 
0.000070 0.631618 0.000469 0.000425 0.000073 
0.638643 0.076096 0.010714 0.019052 0.052007 
0.001705 0.009630 0.760350 0.014015 0.020334 
0.000004 0.032994 0.003069 0.631485 0.006223 
0.002011 0.019015 0.732683 0.018064 0.005423 
0.663880 0.050072 0.028617 0.000705 0.048377 
0.000070 0.718730 0.002526 0.004443 0.000388 
0.000505 0.000048 0.003876 0.015325 0.801555 
0.000004 0.009020 0.017574 0.629509 0.041397 
0.000505 0.000145 0.001947 0.006166 0.720773 
0.000914 0.020609 0.737109 0.009604 0.002184 
0.000070 0.734596 0.004368 0.004198 0.000910 
0.000004 0.026182 0.022862 0.620070 0.023750 
0.708118 0.093096 0.007127 0.001772 0.040819 
0.000171 0.007819 0.000336 0.007592 0.818533 
0.001135 0.025794 0.735018 0.002436 0.081791 
0.000140 0.003455 0.014152 0.617041 0.003912 
0.680731 0.089275 0.000547 0.001617 0.017485 
0.000121 0.711833 0.003877 0.012294 0.001756 
0.000509 0.618394 0.009725 0.000395 0.000092 
0.000148 0.003648 0.001332 0.009611 0.757388 
0.000075 0.006194 0.705439 0.007106 0.001873 
0.000351 0.003139 0.007509 0.641919 0.040687 
0.701881 0.099692 0.002743 0.002234 0.037388 
0.000067 0.001953 0.747939 0.019447 0.004228 
0.000148 0.002378 0.003676 0.002471 0.725490 
0.000907 0.634848 0.006898 0.000877 0.000872 
0.700647 0.036544 0.002259 0.010433 0.025241 
0.000222 0.000846 0.014229 0.639056 0.072531 
0.000148 0.002460 0.002084 0.000662 0.794335 
0.000222 0.013456 0.021415 0.638791 0.049456 
0.000546 0.665459 0.001154 0.002451 0.000766 
0.000067 0.003408 0.704446 0.009738 0.005678 
0.692812 0.068272 0.059780 0.012100 0.050886 
0.694284 0.066585 0.003392 0.005157 0.004783 
0.000097 0.000546 0.007554 0.000165 0.795891 
0.000546 0.703028 0.001410 0.007541 0.001205 
0.000719 0.002916 0.705997 0.007876 0.005636 
0.000050 0.010483 0.022054 0.637225 0.045808 
0.000097 0.002492 0.002248 0.003604 0.800080 
0.000050 0.008269 0.015910 0.621666 0.051747 
0.697010 0.059510 0.046220 0.013913 0.001129 
0.000900 0.029187 0.712205 0.030686 0.042047 
0.000823 0.634287 0.000955 0.000169 0.002545 
0.000083 0.003723 0.003000 0.002692 0.802437 
0.000969 0.016722 0.732337 0.014213 0.003213 
0.000914 0.697432 0.000408 0.002167 0.002291 
0.000050 0.000750 0.026119 0.643201 0.008097 
0.674103 0.028669 0.004700 0.012428 0.010997 
0.000083 0.003890 0.002375 0.005970 0.805449 
0.000914 0.701957 0.002297 0.000376 0.001011 
0.000050 0.000587 0.014667 0.642368 0.016151 
0.650249 0.043927 0.057593 0.012011 0.003012 
0.001162 0.013327 0.737799 0.019462 0.012123 
0.000361 0.603206 0.002146 0.003608 0.000036 
0.000147 0.005946 0.009490 0.000293 0.734623 
0.000076 0.010462 0.001967 0.640564 0.041750 
0.000943 0.000557 0.745323 0.023091 0.003360 
0.692407 0.014829 0.001722 0.017090 0.020333 
0.001595 0.000674 0.731585 0.025811 0.004152 
0.000675 0.673832 0.001249 0.000254 0.000478 
0.000133 0.043020 0.003077 0.592841 0.019894 
0.000147 0.003788 0.005017 0.014422 0.826601 
0.661794 0.087742 0.014684 0.002754 0.020849 
0.000135 0.000423 0.000757 0.639390 0.032755 
0.000005 0.000983 0.019634 0.015046 0.806251 
0.002045 0.006129 0.726127 0.003776 0.079617 
0.000405 0.601898 0.003742 0.000024 0.000000 
0.646230 0.009699 0.023968 0.020266 0.010462 
0.681890 0.044694 0.000522 0.018479 0.030886 
0.000017 0.000672 0.003793 0.002716 0.825396 
0.000155 0.004303 0.009082 0.639834 0.012434 
0.000458 0.615603 0.012482 0.000362 0.001643 
0.001119 0.011317 0.745544 0.053344 0.010864 
0.000689 0.623621 0.001846 0.001353 0.001655 
0.000040 0.025574 0.023647 0.629548 0.021567 
0.000017 0.000681 0.000199 0.000693 0.799458 
0.000690 0.001171 0.756451 0.017435 0.002939 
0.670524 0.034575 0.005553 0.016839 0.010421 
0.000017 0.001185 0.006256 0.014574 0.756786 
0.000073 0.040804 0.016091 0.641876 0.003875 
0.668827 0.004803 0.001103 0.013342 0.043174 
0.001308 0.072234 0.710150 0.000846 0.049106 
0.000623 0.739138 0.001523 0.002885 0.001038 
0.000088 0.030572 0.020191 0.620115 0.000462 
0.000017 0.001228 0.001811 0.015513 0.752580 
0.000264 0.641681 0.000812 0.002597 0.004117 
0.001615 0.037493 0.739614 0.020631 0.032388 
0.681283 0.006065 0.036718 0.000373 0.021605 
0.000017 0.000433 0.024899 0.015558 0.725693 
0.000264 0.626320 0.000716 0.001748 0.000363 
0.000088 0.039663 0.004123 0.615017 0.049364 
0.617255 0.002712 0.058280 0.007758 0.040115 
0.001517 0.017173 0.733811 0.001501 0.016762 
0.000000 0.561694 0.002780 0.000075 0.002156 
0.000190 0.025829 0.022559 0.638125 0.048058 
0.701327 0.093429 0.011320 0.016332 0.022822 
0.000492 0.000474 0.715119 0.020773 0.001064 
0.000046 0.001284 0.002697 0.010144 0.800121 
0.000744 0.040175 0.001734 0.625735 0.048515 
0.000000 0.669018 0.000940 0.000189 0.002395 
0.000723 0.002996 0.742234 0.021491 0.001468 
0.000011 0.000635 0.025641 0.011810 0.826425 
0.674618 0.041633 0.040930 0.002605 0.010803 
0.000075 0.004374 0.016614 0.618109 0.022648 
0.640830 0.028330 0.004128 0.005633 0.016489 
0.000050 0.688937 0.000271 0.001280 0.001384 
0.001067 0.012861 0.761106 0.002946 0.024593 
0.000011 0.000828 0.009389 0.006372 0.781631 
0.000124 0.001503 0.002102 0.021452 0.822016 
0.000075 0.041796 0.017257 0.641849 0.052871 
0.000797 0.638981 0.001873 0.000451 0.001013 
0.001173 0.002213 0.767396 0.000278 0.001619 
0.654993 0.031433 0.030597 0.019026 0.033604 
0.000030 0.000039 0.000828 0.007356 0.786667 
0.673265 0.033122 0.019572 0.012949 0.000698 
0.000122 0.662082 0.004209 0.001340 0.000735 
0.000209 0.022236 0.000090 0.623079 0.064292 
0.001136 0.004085 0.759456 0.002457 0.013474 
0.000030 0.003687 0.002275 0.002167 0.773475 
0.000141 0.675640 0.000294 0.010923 0.005013 
0.000864 0.002619 0.710552 0.011642 0.024925 
0.000073 0.007993 0.016901 0.614980 0.031174 
0.669699 0.079365 0.013039 0.002427 0.007117 
0.000484 0.638395 0.001149 0.000851 0.000301 
0.000030 0.005077 0.010442 0.002183 0.823904 
0.002889 0.001185 0.748700 0.015338 0.000062 
0.000008 0.069275 0.028211 0.619993 0.075266 
0.690835 0.055481 0.038864 0.018191 0.067128 
0.000008 0.050051 0.005741 0.638647 0.039891 
0.692592 0.084951 0.005201 0.000461 0.019251 
0.000030 0.004236 0.006148 0.001327 0.756121 
0.001146 0.733929 0.000490 0.018318 0.000514 
0.001346 0.000798 0.743154 0.002007 0.002344 
0.000776 0.748587 0.000047 0.002540 0.001930 
0.000030 0.002557 0.002003 0.010874 0.735471 
0.000154 0.011350 0.022011 0.640967 0.008485 
0.000217 0.000948 0.758018 0.012341 0.008526 
0.689345 0.105171 0.001710 0.000183 0.003149 
0.000276 0.006284 0.767986 0.010109 0.024176 
0.000030 0.000692 0.000648 0.001285 0.801854 
0.695014 0.098456 0.010032 0.012539 0.000692 
0.000776 0.693671 0.002745 0.001766 0.002281 
0.000154 0.002728 0.020461 0.629225 0.086947 
0.000685 0.624226 0.001816 0.001224 0.005380 
0.000305 0.003699 0.744338 0.014145 0.000842 
0.000013 0.006421 0.001376 0.001376 0.761309 
0.641711 0.073745 0.013553 0.017301 0.003182 
0.000154 0.016954 0.002923 0.638356 0.046437 
0.000908 0.632568 0.003347 0.000814 0.002437 
0.001126 0.002096 0.765459 0.024737 0.000420 
0.000071 0.002450 0.007765 0.003482 0.766172 
0.625022 0.049570 0.033651 0.002802 0.048353 
0.000063 0.016014 0.002342 0.599718 0.039899 
0.001318 0.006251 0.763070 0.001667 0.000666 
0.647973 0.098036 0.053997 0.000655 0.017606 
0.000071 0.001326 0.001628 0.010409 0.742407 
0.001040 0.630873 0.005061 0.000357 0.002684 
0.000043 0.021939 0.017052 0.639074 0.066020 
0.001476 0.002948 0.753238 0.055300 0.003974 
0.000043 0.030494 0.019563 0.617283 0.079087 
0.001040 0.686547 0.007991 0.002480 0.000925 
0.705204 0.062877 0.010970 0.000097 0.041856 
0.000344 0.002222 0.002129 0.003811 0.753750 
0.000154 0.000685 0.005668 0.004723 0.772304 
0.000495 0.648816 0.001482 0.001852 0.002694 
0.000043 0.023745 0.019246 0.642637 0.001225 
0.662019 0.048199 0.001454 0.008671 0.011727 
0.001476 0.000803 0.741876 0.016812 0.005330 
0.000871 0.684151 0.001162 0.000028 0.000702 
0.672787 0.016927 0.008236 0.009532 0.021088 
0.000063 0.007421 0.023650 0.605779 0.021405 
0.000114 0.001022 0.003830 0.006701 0.749865 
0.001606 0.005818 0.709766 0.008131 0.009878 
0.000775 0.661966 0.000067 0.000231 0.001148 
0.000020 0.002482 0.004908 0.589733 0.032479 
0.701017 0.051328 0.016963 0.005417 0.017809 
0.000319 0.005600 0.012463 0.012138 0.786819 
0.000011 0.008209 0.744522 0.016515 0.002676 
0.001892 0.014946 0.745483 0.000281 0.004328 
0.003182 0.677307 0.003018 0.001553 0.001077 
0.000020 0.015480 0.022107 0.623501 0.019519 
0.693197 0.006946 0.000684 0.010121 0.029229 
0.000035 0.000880 0.003274 0.008184 0.788545 
0.000092 0.756554 0.001536 0.001008 0.000189 
0.000402 0.000512 0.021927 0.617724 0.071489 
0.699492 0.039763 0.004153 0.017615 0.005619 
0.000149 0.012791 0.028743 0.003634 0.767511 
0.000249 0.000915 0.748546 0.055188 0.072314 
0.000150 0.004326 0.002795 0.006084 0.740344 
0.000092 0.667880 0.001587 0.000715 0.002211 
0.000402 0.026606 0.000706 0.590774 0.047772 
0.001855 0.000702 0.715935 0.020268 0.001486 
0.645629 0.088504 0.059822 0.008784 0.030039 
0.000097 0.709030 0.004353 0.003217 0.000418 
0.000119 0.001042 0.008714 0.001935 0.701994 
0.590742 0.063893 0.065263 0.002864 0.004743 
0.000402 0.020451 0.000549 0.590786 0.054167 
0.000920 0.001811 0.753997 0.010665 0.071520 
0.000985 0.002273 0.751744 0.024006 0.005295 
0.000097 0.710985 0.006024 0.001471 0.000418 
0.000370 0.030178 0.000691 0.609070 0.040021 
0.000082 0.000555 0.004313 0.002865 0.753653 
0.693887 0.088878 0.008700 0.007690 0.020277 
0.000038 0.021109 0.013644 0.631683 0.018680 
0.000097 0.676494 0.002420 0.000809 0.000249 
0.000082 0.000672 0.004318 0.005716 0.745722 
0.686959 0.036742 0.000758 0.008946 0.021227 
0.000298 0.000399 0.701889 0.009421 0.005531 
0.000421 0.005262 0.759276 0.001076 0.077992 
0.000082 0.001006 0.014028 0.011750 0.775588 
0.624385 0.024695 0.065978 0.012817 0.001127 
0.000008 0.011220 0.003739 0.632306 0.066410 
0.000534 0.713569 0.001670 0.002549 0.002558 
0.684829 0.052526 0.041461 0.018449 0.000983 
0.000605 0.687371 0.003066 0.001801 0.001168 
0.000008 0.007535 0.000664 0.641342 0.035042 
0.001086 0.000644 0.768115 0.000321 0.017057 
0.000086 0.012253 0.008738 0.019119 0.826057 
0.000019 0.055859 0.003946 0.624770 0.059533 
0.000786 0.001575 0.755081 0.021441 0.012038 
0.000086 0.001311 0.005972 0.001018 0.812416 
0.001140 0.754594 0.002170 0.002684 0.000506 
0.634872 0.037650 0.062383 0.005229 0.032415 
0.000417 0.678940 0.002963 0.003151 0.000802 
0.694962 0.032410 0.019133 0.007000 0.057290 
0.000240 0.019054 0.019738 0.602017 0.000281 
0.000086 0.002080 0.001341 0.001635 0.762614 
0.000782 0.002197 0.726199 0.017273 0.009787 
0.000321 0.003269 0.008724 0.610730 0.010239 
0.000086 0.002200 0.002699 0.032202 0.714155 
0.000718 0.727490 0.000273 0.000114 0.000404 
0.696008 0.042138 0.017636 0.000500 0.025885 
0.000080 0.043471 0.738393 0.027799 0.023056 
0.000137 0.000574 0.764625 0.030534 0.002050 
0.000190 0.032344 0.007344 0.640102 0.049033 
0.654154 0.002117 0.003096 0.007044 0.047565 
0.000086 0.000166 0.007107 0.000004 0.795415 
0.000735 0.624204 0.001095 0.001323 0.000672 
0.000777 0.007377 0.765510 0.015140 0.078695 
0.000454 0.000098 0.004058 0.001961 0.806393 
0.000352 0.596919 0.003169 0.002430 0.000568 
0.692136 0.018084 0.049468 0.007798 0.000592 
0.000064 0.023753 0.005104 0.631940 0.027335 
0.000352 0.672652 0.001591 0.001589 0.001532 
0.000206 0.002489 0.000017 0.019856 0.719765 
0.000089 0.024444 0.015510 0.632937 0.062580 
0.000026 0.013480 0.767823 0.000765 0.001388 
0.659469 0.007733 0.061360 0.009503 0.029290 
0.000089 0.001018 0.023304 0.613159 0.028182 
0.000400 0.001901 0.741729 0.019512 0.002107 
0.000377 0.001889 0.000380 0.000033 0.774071 
0.000352 0.676886 0.003532 0.001589 0.001532 
0.659138 0.081743 0.008552 0.006273 0.024765 
0.000205 0.027916 0.011242 0.620395 0.071979 
0.000053 0.007678 0.722345 0.000004 0.001682 
0.000985 0.697802 0.004047 0.001518 0.000307 
0.000139 0.000633 0.004161 0.012865 0.749624 
0.705124 0.050921 0.012119 0.004397 0.018796 
0.000443 0.000699 0.023423 0.624279 0.048480 
0.000053 0.009928 0.745121 0.020356 0.000614 
0.000139 0.003103 0.000447 0.000545 0.812382 
0.693184 0.100730 0.015594 0.000483 0.006603 
0.001153 0.727288 0.001837 0.010598 0.000650 
0.000113 0.023713 0.012159 0.642303 0.107912 
0.639596 0.000349 0.005681 0.001994 0.018148 
0.000366 0.617056 0.000394 0.006057 0.000948 
0.000861 0.014647 0.759857 0.013765 0.014279 
0.000086 0.003810 0.010355 0.029876 0.809769 
0.002791 0.011062 0.754046 0.000246 0.007359 
0.000086 0.011672 0.000991 0.016560 0.793637 
0.000113 0.001516 0.025353 0.639068 0.023581 
0.580648 0.089192 0.090218 0.000605 0.001444 
0.000528 0.637389 0.003830 0.003295 0.002576 
0.000086 0.002668 0.004091 0.000358 0.699163 
0.000590 0.694155 0.002611 0.004552 0.000076 
0.000086 0.034330 0.008609 0.639233 0.022016 
0.685107 0.096882 0.010588 0.000011 0.034867 
0.002180 0.009191 0.733003 0.002952 0.004618 
0.000042 0.002652 0.001239 0.008526 0.775788 
0.000590 0.634547 0.010311 0.002997 0.000011 
0.671695 0.085156 0.016324 0.016329 0.013394 
0.000664 0.000265 0.715720 0.002207 0.006128 
0.000120 0.031659 0.005139 0.603005 0.041059 
0.000539 0.633865 0.000362 0.000540 0.000288 
0.000042 0.001290 0.012555 0.004427 0.807415 
0.000310 0.005603 0.722085 0.018197 0.005208 
0.650216 0.021604 0.007048 0.019164 0.046666 
0.000141 0.033086 0.015381 0.637061 0.051405 
0.000434 0.005164 0.001150 0.637181 0.044790 
0.000047 0.628147 0.003757 0.002854 0.000288 
0.000302 0.000010 0.006158 0.000147 0.815264 
0.000310 0.024507 0.706308 0.000169 0.013255 
0.675924 0.057446 0.026207 0.004496 0.002383 
0.000491 0.000240 0.002654 0.004419 0.809426 
0.000047 0.636670 0.002148 0.000567 0.000252 
0.000115 0.000462 0.009934 0.637407 0.011255 
0.665868 0.090277 0.015480 0.008440 0.000959 
0.001247 0.011350 0.761117 0.017938 0.036494 
0.666295 0.080354 0.012241 0.019237 0.000631 
0.001324 0.000570 0.768418 0.011580 0.016246 
0.000491 0.000820 0.000300 0.007479 0.822659 
0.000047 0.650673 0.002782 0.001116 0.001579 
0.000144 0.023609 0.014559 0.618177 0.040838 
0.000528 0.006067 0.706309 0.016517 0.000731 
0.000104 0.021585 0.017157 0.616036 0.037226 
0.000228 0.001619 0.004320 0.002564 0.742440 
0.000047 0.624251 0.001234 0.001046 0.001999 
0.668914 0.067332 0.007732 0.009930 0.041515 
0.000204 0.021612 0.018146 0.620290 0.078014 
0.000046 0.615265 0.000424 0.001867 0.001216 
0.000267 0.001969 0.003130 0.002723 0.709887 
0.001273 0.000901 0.727496 0.011456 0.051729 
0.683220 0.005601 0.024568 0.007147 0.007966 
0.000018 0.597391 0.001829 0.000955 0.001174 
0.000152 0.024631 0.003506 0.636408 0.016071 
0.000930 0.002379 0.764144 0.034372 0.004722 
0.676653 0.009506 0.006251 0.022419 0.018391 
0.000215 0.000156 0.007286 0.002209 0.739087 
0.000152 0.014310 0.006938 0.625977 0.068761 
0.000047 0.616530 0.001689 0.001731 0.000741 
0.000404 0.003146 0.010530 0.006888 0.816602 
0.626134 0.095479 0.056685 0.011032 0.003635 
0.001956 0.002496 0.750663 0.014979 0.021877 
0.000003 0.609991 0.001283 0.001558 0.000108 
0.000530 0.002750 0.008834 0.006846 0.729860 
0.688099 0.041807 0.002957 0.001812 0.018649 
0.000377 0.002198 0.760103 0.007883 0.029338 
0.000025 0.037603 0.016756 0.620077 0.025373 
0.000149 0.000933 0.007576 0.003582 0.807434 
0.000026 0.674588 0.001425 0.002074 0.000116 
0.690753 0.088554 0.014609 0.010978 0.042872 
0.001404 0.002469 0.765386 0.008565 0.015212 
0.000115 0.022555 0.003520 0.633554 0.035049 
0.001858 0.002237 0.702511 0.027221 0.001319 
0.682715 0.086427 0.003882 0.001607 0.039374 
0.000384 0.034523 0.001532 0.616542 0.038200 
0.000005 0.001573 0.007960 0.017163 0.810067 
0.000056 0.643446 0.011322 0.001221 0.001183 
0.000649 0.717191 0.000458 0.000439 0.001777 
0.000088 0.000477 0.025897 0.642687 0.045629 
0.000515 0.011325 0.744980 0.004071 0.049472 
0.000136 0.006727 0.002853 0.012807 0.774127 
0.698396 0.082325 0.058894 0.018955 0.001461 
0.000390 0.001097 0.767310 0.002394 0.001193 
0.000088 0.026098 0.002973 0.613593 0.022382 
0.000149 0.623374 0.004456 0.000086 0.001941 
0.000351 0.006094 0.004041 0.002496 0.747705 
0.658071 0.047162 0.035871 0.022691 0.015866 
0.000149 0.744327 0.000617 0.013108 0.001110 
0.000043 0.000653 0.004077 0.010928 0.823366 
0.001756 0.003304 0.757421 0.001791 0.003161 
0.681908 0.004007 0.002936 0.000068 0.025279 
0.000088 0.027922 0.001236 0.634067 0.047499 
0.000008 0.628440 0.000782 0.002159 0.000876 
0.000088 0.011587 0.002856 0.612115 0.067538 
0.000191 0.004920 0.721289 0.000057 0.001501 
0.000439 0.000450 0.001127 0.015049 0.793274 
0.660877 0.044137 0.016193 0.008245 0.015216 
0.000300 0.001248 0.002462 0.002242 0.823328 
0.000058 0.626616 0.000090 0.000622 0.000689 
0.000130 0.012132 0.020037 0.635356 0.038068 
0.678248 0.100430 0.013686 0.014440 0.015472 
0.001007 0.003728 0.711577 0.006283 0.013267 
0.001016 0.004245 0.719742 0.000803 0.018009 
0.645470 0.090987 0.023435 0.011172 0.017982 
0.000058 0.620354 0.000418 0.000069 0.000710 
0.000190 0.001468 0.003123 0.001358 0.776096 
0.000130 0.024207 0.013484 0.613281 0.022521 
0.000074 0.000142 0.003986 0.000984 0.786984 
0.702670 0.105250 0.011947 0.003632 0.003186 
0.000731 0.018153 0.743729 0.014194 0.037096 
0.000179 0.606298 0.002015 0.008342 0.001808 
0.000162 0.010080 0.003583 0.641670 0.012945 
0.697014 0.025385 0.015248 0.012084 0.040610 
0.000117 0.002935 0.003983 0.003552 0.749699 
0.000005 0.642974 0.000915 0.001124 0.000279 
0.000519 0.026231 0.002743 0.642398 0.003111 
0.000820 0.001608 0.756440 0.013071 0.045094 
0.000488 0.008619 0.019512 0.643467 0.035139 
0.000308 0.014144 0.738125 0.002431 0.005517 
0.000145 0.612341 0.001653 0.001354 0.000747 
0.000117 0.003834 0.003223 0.005385 0.758747 
0.689365 0.015342 0.008693 0.000133 0.012111 
0.000117 0.003401 0.010264 0.003715 0.810700 
0.000154 0.002927 0.003748 0.604731 0.063361 
0.000184 0.012433 0.720833 0.020595 0.000440 
0.000117 0.648556 0.003314 0.002210 0.001062 
0.680829 0.059447 0.018912 0.001299 0.042663 
0.000427 0.657243 0.004215 0.000339 0.002018 
0.000142 0.000085 0.756335 0.021059 0.000609 
0.000117 0.007186 0.001226 0.008007 0.714633 
0.000270 0.043352 0.015668 0.643619 0.058304 
0.648041 0.002679 0.018370 0.001315 0.005698 
0.000117 0.002278 0.000057 0.010410 0.741942 
0.000146 0.054029 0.020450 0.639942 0.003197 
0.688099 0.025771 0.017066 0.000908 0.001674 
0.000161 0.001171 0.734349 0.014782 0.001582 
0.000300 0.632506 0.003878 0.003219 0.006107 
0.000071 0.003948 0.000342 0.612399 0.044103 
0.000158 0.001930 0.010101 0.000652 0.695878 
0.657912 0.031997 0.023768 0.013229 0.002150 
0.001090 0.655757 0.003195 0.003095 0.001292 
0.000841 0.019342 0.750620 0.022625 0.081155 
0.001324 0.005172 0.752404 0.015753 0.052659 
0.000146 0.001210 0.001042 0.000923 0.737500 
0.000808 0.602186 0.003628 0.009799 0.001053 
0.642956 0.023347 0.070613 0.002272 0.001028 
0.000071 0.010529 0.011135 0.638168 0.031121 
0.000898 0.002322 0.755489 0.042324 0.000479 
0.000940 0.594784 0.001317 0.001789 0.002709 
0.000146 0.001176 0.004460 0.001113 0.709698 
0.000071 0.022279 0.016555 0.626340 0.080641 
0.681183 0.096285 0.017489 0.009600 0.033120 
0.675353 0.004918 0.000821 0.005975 0.051612 
0.000126 0.685985 0.002184 0.001899 0.002709 
0.000146 0.002767 0.014595 0.002983 0.807664 
0.001903 0.000396 0.762683 0.011531 0.000479 
0.000165 0.000673 0.025911 0.637278 0.019128 
0.000126 0.655061 0.002222 0.000139 0.000811 
0.000096 0.002028 0.766500 0.026701 0.000766 
0.000146 0.001394 0.001316 0.004289 0.802024 
0.000047 0.016255 0.014032 0.610532 0.073332 
0.612094 0.032898 0.056777 0.010231 0.021321 
0.675080 0.075403 0.074036 0.000000 0.000022 
0.000812 0.613081 0.002222 0.000657 0.000867 
0.001444 0.003684 0.735891 0.007468 0.014410 
0.000146 0.002337 0.008761 0.001456 0.822574 
0.000047 0.024949 0.002820 0.634390 0.007399 
0.000146 0.000897 0.002100 0.001702 0.753895 
0.633789 0.055073 0.023029 0.002049 0.043952 
0.001051 0.664651 0.001262 0.011831 0.000314 
0.000606 0.016136 0.761890 0.001359 0.000645 
0.000047 0.005477 0.020674 0.612311 0.069191 
0.000002 0.004775 0.001494 0.000631 0.704545 
0.682988 0.009606 0.020635 0.018393 0.000288 
0.001370 0.014727 0.740237 0.012954 0.027207 
0.000575 0.628320 0.003102 0.001626 0.003108 
0.000047 0.011910 0.015551 0.622785 0.006505 
0.000239 0.665806 0.002416 0.002730 0.002161 
0.000164 0.028309 0.019156 0.629935 0.000526 
0.001575 0.003786 0.717792 0.014034 0.050301 
0.680513 0.055917 0.015376 0.014094 0.048687 
0.000002 0.000806 0.000061 0.001786 0.805361 
0.000878 0.711111 0.002605 0.003280 0.001191 
0.000047 0.007092 0.003800 0.601167 0.063655 
0.668971 0.026281 0.006024 0.002562 0.029627 
0.001910 0.004903 0.759724 0.004721 0.009443 
0.000002 0.002761 0.001190 0.001452 0.827397 
0.000040 0.001069 0.765566 0.064440 0.002726 
0.000138 0.040060 0.000939 0.636224 0.061981 
0.000504 0.002761 0.005944 0.001452 0.815161 
0.000093 0.622392 0.003564 0.000131 0.001191 
0.685406 0.093524 0.056665 0.007224 0.023426 
0.000336 0.002348 0.011592 0.637476 0.034186 
0.000093 0.636903 0.000417 0.003223 0.005034 
0.694244 0.068312 0.001852 0.010353 0.001089 
0.000371 0.011056 0.020291 0.001646 0.794126 
0.000041 0.003218 0.713240 0.012444 0.008653 
0.000498 0.002242 0.011784 0.022169 0.747504 
0.000336 0.011520 0.006686 0.633932 0.067116 
0.000041 0.011953 0.733207 0.006857 0.006087 
0.000093 0.575346 0.001199 0.001885 0.000002 
0.670401 0.043582 0.076654 0.000026 0.068996 
0.000093 0.600748 0.000404 0.001570 0.000449 
0.000498 0.000567 0.004318 0.014996 0.799655 
0.000009 0.006798 0.721808 0.000066 0.015672 
0.000420 0.028518 0.005523 0.639419 0.008020 
0.649214 0.088159 0.058911 0.007004 0.029770 
0.000578 0.001570 0.016363 0.000104 0.699659 
0.000009 0.000195 0.760209 0.007765 0.020880 
0.000093 0.570062 0.003987 0.001618 0.001049 
0.678741 0.045822 0.011364 0.017897 0.042892 
0.000420 0.015519 0.001494 0.600115 0.069153 
0.000578 0.007582 0.004895 0.000325 0.814587 
0.000157 0.001775 0.001295 0.609554 0.000418 
0.000013 0.646474 0.004127 0.002201 0.002719 
0.000315 0.013818 0.767852 0.016406 0.019021 
0.669748 0.055946 0.015383 0.013452 0.014892 
0.000103 0.000607 0.018814 0.637160 0.013902 
0.000284 0.000711 0.017825 0.003792 0.827588 
0.000919 0.016130 0.765135 0.015105 0.000279 
0.000547 0.650461 0.002695 0.000759 0.001238 
0.652098 0.052112 0.000261 0.002020 0.028561 
0.000103 0.031970 0.002746 0.606425 0.007125 
0.000472 0.626053 0.004053 0.000759 0.000511 
0.000220 0.001474 0.000502 0.002113 0.793164 
0.628812 0.000239 0.025029 0.015087 0.045803 
0.001809 0.039940 0.753042 0.015322 0.010997 
0.000733 0.016024 0.751732 0.008531 0.003865 
0.000421 0.742787 0.000118 0.002740 0.000422 
0.000119 0.002554 0.002515 0.000299 0.826875 
0.000092 0.002602 0.046328 0.643614 0.033240 
0.677203 0.078943 0.018076 0.007012 0.036442 
0.701811 0.081642 0.080300 0.000334 0.027116 
0.000119 0.003754 0.001043 0.013945 0.712816 
0.000100 0.061013 0.010697 0.618659 0.044413 
0.000177 0.730436 0.001758 0.000134 0.000660 
0.000794 0.000750 0.759623 0.105406 0.002196 
0.000119 0.000599 0.003372 0.013833 0.725775 
0.000036 0.628594 0.008358 0.000068 0.001297 
0.001571 0.000932 0.755730 0.010995 0.034277 
0.000975 0.005758 0.020238 0.627015 0.068515 
0.658004 0.040478 0.004018 0.005242 0.016736 
0.657885 0.003700 0.020744 0.001105 0.047858 
0.000084 0.023356 0.721154 0.000979 0.031088 
0.000072 0.600899 0.000059 0.000168 0.000407 
0.000521 0.018015 0.002512 0.642235 0.042882 
0.000028 0.000767 0.004465 0.020512 0.817179 
0.000068 0.002736 0.730415 0.008897 0.003090 
0.000382 0.035502 0.015098 0.640485 0.018013 
0.001042 0.683678 0.002817 0.001058 0.001873 
0.000034 0.001837 0.006948 0.003378 0.732771 
